
232 op 0  0.095019 ms
232 op 1  0.098074 ms
232 op 10  0.502178 ms
232 op 11  0.195802 ms
232 op 12  0.507994 ms
232 op 30  0.505170 ms
232 op 31  0.198465 ms
232 op 32  0.510342 ms
232 op 34  0.602943 ms
232 op 35  0.606538 ms

233 op 0  0.094313 ms
233 op 1  0.097137 ms
233 op 10  0.502001 ms
233 op 11  0.195109 ms
233 op 12  0.507868 ms
233 op 30  0.504928 ms
233 op 31  0.197844 ms
233 op 32  0.510872 ms
233 op 34  0.602932 ms
233 op 35  0.605962 ms

234 op 0  0.095125 ms
234 op 1  0.098152 ms
234 op 10  0.502378 ms
234 op 11  0.195804 ms
234 op 12  0.508124 ms
234 op 30  0.505098 ms
234 op 31  0.198733 ms
234 op 32  0.510516 ms
234 op 34  0.603295 ms
234 op 35  0.606091 ms

235 op 0  0.095040 ms
235 op 1  0.097847 ms
235 op 10  0.501302 ms
235 op 11  0.196381 ms
235 op 12  0.508473 ms
235 op 30  0.504078 ms
235 op 31  0.199176 ms
235 op 32  0.511423 ms
235 op 34  0.602027 ms
235 op 35  0.605507 ms

236 op 0  0.094363 ms
236 op 1  0.097505 ms
236 op 10  0.501207 ms
236 op 11  0.195352 ms
236 op 12  0.508576 ms
236 op 30  0.504069 ms
236 op 31  0.198177 ms
236 op 32  0.511337 ms
236 op 34  0.601973 ms
236 op 35  0.604687 ms

237 op 0  0.095129 ms
237 op 1  0.097933 ms
237 op 10  0.503721 ms
237 op 11  0.195934 ms
237 op 12  0.509494 ms
237 op 30  0.506782 ms
237 op 31  0.198813 ms
237 op 32  0.512118 ms
237 op 34  0.604680 ms
237 op 35  0.607668 ms

238 op 0  0.094960 ms
238 op 1  0.097933 ms
238 op 10  0.501759 ms
238 op 11  0.195785 ms
238 op 12  0.507587 ms
238 op 30  0.504631 ms
238 op 31  0.198608 ms
238 op 32  0.510417 ms
238 op 34  0.602682 ms
238 op 35  0.605398 ms

239 op 0  0.095232 ms
239 op 1  0.097824 ms
239 op 10  0.501847 ms
239 op 11  0.196372 ms
239 op 12  0.508999 ms
239 op 30  0.504630 ms
239 op 31  0.199152 ms
239 op 32  0.511766 ms
239 op 34  0.602742 ms
239 op 35  0.605728 ms

240 op 0  0.094973 ms
240 op 1  0.097949 ms
240 op 10  0.502014 ms
240 op 11  0.195826 ms
240 op 12  0.507401 ms
240 op 30  0.504740 ms
240 op 31  0.198763 ms
240 op 32  0.510401 ms
240 op 34  0.603097 ms
240 op 35  0.606758 ms

241 op 0  0.093962 ms
241 op 1  0.096848 ms
241 op 10  0.501994 ms
241 op 11  0.195027 ms
241 op 12  0.507608 ms
241 op 30  0.504781 ms
241 op 31  0.197949 ms
241 op 32  0.510013 ms
241 op 34  0.602900 ms
241 op 35  0.605657 ms

242 op 0  0.094637 ms
242 op 1  0.097342 ms
242 op 10  0.501888 ms
242 op 11  0.195560 ms
242 op 12  0.507619 ms
242 op 30  0.504745 ms
242 op 31  0.198607 ms
242 op 32  0.510527 ms
242 op 34  0.603060 ms
242 op 35  0.605961 ms

243 op 0  0.094728 ms
243 op 1  0.097565 ms
243 op 10  0.501598 ms
243 op 11  0.199008 ms
243 op 12  0.508823 ms
243 op 30  0.504358 ms
243 op 31  0.201853 ms
243 op 32  0.510290 ms
243 op 34  0.602197 ms
243 op 35  0.605269 ms

244 op 0  0.094967 ms
244 op 1  0.097927 ms
244 op 10  0.500989 ms
244 op 11  0.196037 ms
244 op 12  0.506437 ms
244 op 30  0.503788 ms
244 op 31  0.199032 ms
244 op 32  0.508939 ms
244 op 34  0.601838 ms
244 op 35  0.604807 ms

245 op 0  0.094948 ms
245 op 1  0.097735 ms
245 op 10  0.501494 ms
245 op 11  0.195770 ms
245 op 12  0.507344 ms
245 op 30  0.504503 ms
245 op 31  0.198626 ms
245 op 32  0.509843 ms
245 op 34  0.602357 ms
245 op 35  0.605159 ms

246 op 0  0.095061 ms
246 op 1  0.097885 ms
246 op 10  0.501413 ms
246 op 11  0.195999 ms
246 op 12  0.508859 ms
246 op 30  0.504341 ms
246 op 31  0.198921 ms
246 op 32  0.511477 ms
246 op 34  0.602711 ms
246 op 35  0.605747 ms

247 op 0  0.094573 ms
247 op 1  0.097582 ms
247 op 10  0.501229 ms
247 op 11  0.195428 ms
247 op 12  0.508602 ms
247 op 30  0.503955 ms
247 op 31  0.198943 ms
247 op 32  0.511778 ms
247 op 34  0.601890 ms
247 op 35  0.604936 ms

248 op 0  0.094850 ms
248 op 1  0.097567 ms
248 op 10  0.501462 ms
248 op 11  0.195635 ms
248 op 12  0.507323 ms
248 op 30  0.504443 ms
248 op 31  0.198418 ms
248 op 32  0.509809 ms
248 op 34  0.602387 ms
248 op 35  0.605153 ms

249 op 0  0.095033 ms
249 op 1  0.097744 ms
249 op 10  0.501317 ms
249 op 11  0.196029 ms
249 op 12  0.508886 ms
249 op 30  0.504330 ms
249 op 31  0.198893 ms
249 op 32  0.511148 ms
249 op 34  0.602085 ms
249 op 35  0.605262 ms

250 op 0  0.094686 ms
250 op 1  0.097563 ms
250 op 10  0.500958 ms
250 op 11  0.195403 ms
250 op 12  0.508141 ms
250 op 30  0.503842 ms
250 op 31  0.198428 ms
250 op 32  0.509236 ms
250 op 34  0.601801 ms
250 op 35  0.604877 ms

251 op 0  0.094854 ms
251 op 1  0.097727 ms
251 op 10  0.502323 ms
251 op 11  0.195518 ms
251 op 12  0.508015 ms
251 op 30  0.505285 ms
251 op 31  0.198773 ms
251 op 32  0.510534 ms
251 op 34  0.603327 ms
251 op 35  0.606268 ms

252 op 0  0.094741 ms
252 op 1  0.097701 ms
252 op 10  0.502478 ms
252 op 11  0.195933 ms
252 op 12  0.509936 ms
252 op 30  0.505345 ms
252 op 31  0.199092 ms
252 op 32  0.511391 ms
252 op 34  0.603379 ms
252 op 35  0.607307 ms

253 op 0  0.093971 ms
253 op 1  0.096998 ms
253 op 10  0.502569 ms
253 op 11  0.194756 ms
253 op 12  0.508083 ms
253 op 30  0.505386 ms
253 op 31  0.197772 ms
253 op 32  0.509228 ms
253 op 34  0.603293 ms
253 op 35  0.606335 ms

254 op 0  0.095144 ms
254 op 1  0.098338 ms
254 op 10  0.501595 ms
254 op 11  0.195825 ms
254 op 12  0.507422 ms
254 op 30  0.504509 ms
254 op 31  0.198790 ms
254 op 32  0.510037 ms
254 op 34  0.602509 ms
254 op 35  0.605392 ms

255 op 0  0.095138 ms
255 op 1  0.098116 ms
255 op 10  0.502173 ms
255 op 11  0.196027 ms
255 op 12  0.509456 ms
255 op 30  0.504951 ms
255 op 31  0.198860 ms
255 op 32  0.510845 ms
255 op 34  0.602757 ms
255 op 35  0.605861 ms

256 op 0  0.095447 ms
256 op 1  0.098825 ms
256 op 10  0.501458 ms
256 op 11  0.195699 ms
256 op 12  0.506853 ms
256 op 30  0.504174 ms
256 op 31  0.198620 ms
256 op 32  0.509683 ms
256 op 34  0.602600 ms
256 op 35  0.605627 ms

257 op 0  0.094595 ms
257 op 1  0.097578 ms
257 op 10  0.501787 ms
257 op 11  0.195264 ms
257 op 12  0.507544 ms
257 op 30  0.504666 ms
257 op 31  0.198188 ms
257 op 32  0.509941 ms
257 op 34  0.602594 ms
257 op 35  0.606087 ms

258 op 0  0.094358 ms
258 op 1  0.097032 ms
258 op 10  0.502809 ms
258 op 11  0.195152 ms
258 op 12  0.510922 ms
258 op 30  0.505748 ms
258 op 31  0.198073 ms
258 op 32  0.515123 ms
258 op 34  0.603587 ms
258 op 35  0.606829 ms

259 op 0  0.094688 ms
259 op 1  0.097612 ms
259 op 10  0.502645 ms
259 op 11  0.195833 ms
259 op 12  0.509891 ms
259 op 30  0.505442 ms
259 op 31  0.198995 ms
259 op 32  0.511724 ms
259 op 34  0.603553 ms
259 op 35  0.606509 ms

260 op 0  0.095008 ms
260 op 1  0.097980 ms
260 op 10  0.503717 ms
260 op 11  0.196009 ms
260 op 12  0.509596 ms
260 op 30  0.506726 ms
260 op 31  0.199098 ms
260 op 32  0.511968 ms
260 op 34  0.604679 ms
260 op 35  0.607693 ms

261 op 0  0.094620 ms
261 op 1  0.097675 ms
261 op 10  0.502002 ms
261 op 11  0.195537 ms
261 op 12  0.507578 ms
261 op 30  0.504672 ms
261 op 31  0.198618 ms
261 op 32  0.510264 ms
261 op 34  0.602167 ms
261 op 35  0.605022 ms

262 op 0  0.095206 ms
262 op 1  0.098323 ms
262 op 10  0.501570 ms
262 op 11  0.195845 ms
262 op 12  0.509080 ms
262 op 30  0.504512 ms
262 op 31  0.198715 ms
262 op 32  0.510539 ms
262 op 34  0.602406 ms
262 op 35  0.605523 ms

263 op 0  0.094979 ms
263 op 1  0.097933 ms
263 op 10  0.502495 ms
263 op 11  0.195886 ms
263 op 12  0.510084 ms
263 op 30  0.505451 ms
263 op 31  0.198808 ms
263 op 32  0.511507 ms
263 op 34  0.603287 ms
263 op 35  0.606228 ms

264 op 0  0.094912 ms
264 op 1  0.097839 ms
264 op 10  0.515102 ms
264 op 11  0.195574 ms
264 op 12  0.523071 ms
264 op 30  0.518157 ms
264 op 31  0.198404 ms
264 op 32  0.525669 ms
264 op 34  0.615829 ms
264 op 35  0.618918 ms

265 op 0  0.094772 ms
265 op 1  0.097852 ms
265 op 10  0.501400 ms
265 op 11  0.196233 ms
265 op 12  0.508828 ms
265 op 30  0.504252 ms
265 op 31  0.199115 ms
265 op 32  0.510404 ms
265 op 34  0.602272 ms
265 op 35  0.605608 ms

266 op 0  0.094739 ms
266 op 1  0.097708 ms
266 op 10  0.501325 ms
266 op 11  0.195332 ms
266 op 12  0.507294 ms
266 op 30  0.504344 ms
266 op 31  0.198186 ms
266 op 32  0.509890 ms
266 op 34  0.602028 ms
266 op 35  0.604766 ms

267 op 0  0.095362 ms
267 op 1  0.098253 ms
267 op 10  0.502288 ms
267 op 11  0.196231 ms
267 op 12  0.511833 ms
267 op 30  0.505392 ms
267 op 31  0.199246 ms
267 op 32  0.513505 ms
267 op 34  0.602802 ms
267 op 35  0.606085 ms

268 op 0  0.095003 ms
268 op 1  0.098093 ms
268 op 10  0.502083 ms
268 op 11  0.195576 ms
268 op 12  0.507588 ms
268 op 30  0.504836 ms
268 op 31  0.198508 ms
268 op 32  0.510637 ms
268 op 34  0.602755 ms
268 op 35  0.605759 ms

269 op 0  0.094903 ms
269 op 1  0.097892 ms
269 op 10  0.501187 ms
269 op 11  0.196052 ms
269 op 12  0.506889 ms
269 op 30  0.504143 ms
269 op 31  0.198962 ms
269 op 32  0.509243 ms
269 op 34  0.602092 ms
269 op 35  0.605533 ms

270 op 0  0.094654 ms
270 op 1  0.097476 ms
270 op 10  0.500630 ms
270 op 11  0.195656 ms
270 op 12  0.506518 ms
270 op 30  0.503724 ms
270 op 31  0.198504 ms
270 op 32  0.509801 ms
270 op 34  0.601488 ms
270 op 35  0.604569 ms

271 op 0  0.094676 ms
271 op 1  0.097475 ms
271 op 10  0.502584 ms
271 op 11  0.195400 ms
271 op 12  0.508392 ms
271 op 30  0.505655 ms
271 op 31  0.198310 ms
271 op 32  0.510984 ms
271 op 34  0.603349 ms
271 op 35  0.606187 ms

272 op 0  0.095346 ms
272 op 1  0.098277 ms
272 op 10  0.502601 ms
272 op 11  0.196274 ms
272 op 12  0.508295 ms
272 op 30  0.505562 ms
272 op 31  0.199022 ms
272 op 32  0.510798 ms
272 op 34  0.603672 ms
272 op 35  0.606491 ms

273 op 0  0.094958 ms
273 op 1  0.098008 ms
273 op 10  0.503285 ms
273 op 11  0.196002 ms
273 op 12  0.511305 ms
273 op 30  0.506332 ms
273 op 31  0.198938 ms
273 op 32  0.514689 ms
273 op 34  0.604091 ms
273 op 35  0.606911 ms

274 op 0  0.095182 ms
274 op 1  0.098118 ms
274 op 10  0.503545 ms
274 op 11  0.196334 ms
274 op 12  0.509227 ms
274 op 30  0.506483 ms
274 op 31  0.199420 ms
274 op 32  0.511558 ms
274 op 34  0.604681 ms
274 op 35  0.607506 ms

275 op 0  0.094853 ms
275 op 1  0.097680 ms
275 op 10  0.500877 ms
275 op 11  0.195690 ms
275 op 12  0.506642 ms
275 op 30  0.503717 ms
275 op 31  0.198396 ms
275 op 32  0.509002 ms
275 op 34  0.601762 ms
275 op 35  0.604387 ms

276 op 0  0.095407 ms
276 op 1  0.098101 ms
276 op 10  0.502680 ms
276 op 11  0.196680 ms
276 op 12  0.508321 ms
276 op 30  0.505535 ms
276 op 31  0.199852 ms
276 op 32  0.510907 ms
276 op 34  0.603505 ms
276 op 35  0.606037 ms

277 op 0  0.095259 ms
277 op 1  0.098073 ms
277 op 10  0.502192 ms
277 op 11  0.196204 ms
277 op 12  0.507824 ms
277 op 30  0.505065 ms
277 op 31  0.199079 ms
277 op 32  0.510419 ms
277 op 34  0.603044 ms
277 op 35  0.605729 ms

278 op 0  0.095409 ms
278 op 1  0.098257 ms
278 op 10  0.502052 ms
278 op 11  0.196347 ms
278 op 12  0.507630 ms
278 op 30  0.504920 ms
278 op 31  0.199312 ms
278 op 32  0.510666 ms
278 op 34  0.602899 ms
278 op 35  0.605882 ms

279 op 0  0.094594 ms
279 op 1  0.097411 ms
279 op 10  0.501922 ms
279 op 11  0.195581 ms
279 op 12  0.509200 ms
279 op 30  0.504965 ms
279 op 31  0.198888 ms
279 op 32  0.510365 ms
279 op 34  0.602822 ms
279 op 35  0.605798 ms

280 op 0  0.095000 ms
280 op 1  0.097929 ms
280 op 10  0.501486 ms
280 op 11  0.195715 ms
280 op 12  0.507202 ms
280 op 30  0.504368 ms
280 op 31  0.198822 ms
280 op 32  0.509392 ms
280 op 34  0.602435 ms
280 op 35  0.605258 ms

281 op 0  0.094925 ms
281 op 1  0.097708 ms
281 op 10  0.502344 ms
281 op 11  0.195968 ms
281 op 12  0.507504 ms
281 op 30  0.505298 ms
281 op 31  0.198925 ms
281 op 32  0.509787 ms
281 op 34  0.602323 ms
281 op 35  0.605654 ms

282 op 0  0.094572 ms
282 op 1  0.097607 ms
282 op 10  0.500934 ms
282 op 11  0.195273 ms
282 op 12  0.506397 ms
282 op 30  0.503571 ms
282 op 31  0.198145 ms
282 op 32  0.508812 ms
282 op 34  0.601930 ms
282 op 35  0.604833 ms

283 op 0  0.094878 ms
283 op 1  0.097632 ms
283 op 10  0.502607 ms
283 op 11  0.195771 ms
283 op 12  0.508422 ms
283 op 30  0.505582 ms
283 op 31  0.198621 ms
283 op 32  0.510857 ms
283 op 34  0.603602 ms
283 op 35  0.606220 ms

284 op 0  0.094882 ms
284 op 1  0.097588 ms
284 op 10  0.501934 ms
284 op 11  0.196492 ms
284 op 12  0.507488 ms
284 op 30  0.504650 ms
284 op 31  0.199276 ms
284 op 32  0.510191 ms
284 op 34  0.602951 ms
284 op 35  0.605782 ms

285 op 0  0.094942 ms
285 op 1  0.097811 ms
285 op 10  0.501440 ms
285 op 11  0.195683 ms
285 op 12  0.509032 ms
285 op 30  0.504381 ms
285 op 31  0.198713 ms
285 op 32  0.511781 ms
285 op 34  0.602161 ms
285 op 35  0.605391 ms

286 op 0  0.094486 ms
286 op 1  0.097657 ms
286 op 10  0.501003 ms
286 op 11  0.195327 ms
286 op 12  0.506720 ms
286 op 30  0.503933 ms
286 op 31  0.198295 ms
286 op 32  0.509189 ms
286 op 34  0.601941 ms
286 op 35  0.605091 ms

287 op 0  0.094824 ms
287 op 1  0.097592 ms
287 op 10  0.502383 ms
287 op 11  0.195319 ms
287 op 12  0.508261 ms
287 op 30  0.505275 ms
287 op 31  0.198453 ms
287 op 32  0.511270 ms
287 op 34  0.603164 ms
287 op 35  0.606237 ms

288 op 0  0.095107 ms
288 op 1  0.097992 ms
288 op 10  0.502074 ms
288 op 11  0.195807 ms
288 op 12  0.507506 ms
288 op 30  0.504854 ms
288 op 31  0.198787 ms
288 op 32  0.510546 ms
288 op 34  0.602696 ms
288 op 35  0.605515 ms

289 op 0  0.095052 ms
289 op 1  0.098098 ms
289 op 10  0.502456 ms
289 op 11  0.196039 ms
289 op 12  0.508172 ms
289 op 30  0.505346 ms
289 op 31  0.199018 ms
289 op 32  0.511402 ms
289 op 34  0.603139 ms
289 op 35  0.605747 ms

290 op 0  0.095298 ms
290 op 1  0.098282 ms
290 op 10  0.502710 ms
290 op 11  0.196273 ms
290 op 12  0.508365 ms
290 op 30  0.505602 ms
290 op 31  0.199278 ms
290 op 32  0.510733 ms
290 op 34  0.603452 ms
290 op 35  0.606345 ms

291 op 0  0.094879 ms
291 op 1  0.097539 ms
291 op 10  0.502249 ms
291 op 11  0.195792 ms
291 op 12  0.509813 ms
291 op 30  0.505088 ms
291 op 31  0.198611 ms
291 op 32  0.511800 ms
291 op 34  0.602974 ms
291 op 35  0.606073 ms

292 op 0  0.094941 ms
292 op 1  0.098225 ms
292 op 10  0.502426 ms
292 op 11  0.195768 ms
292 op 12  0.508104 ms
292 op 30  0.505119 ms
292 op 31  0.198656 ms
292 op 32  0.510662 ms
292 op 34  0.603284 ms
292 op 35  0.606017 ms

293 op 0  0.095018 ms
293 op 1  0.098008 ms
293 op 10  0.503125 ms
293 op 11  0.195832 ms
293 op 12  0.510745 ms
293 op 30  0.506069 ms
293 op 31  0.198697 ms
293 op 32  0.515002 ms
293 op 34  0.603699 ms
293 op 35  0.606700 ms

294 op 0  0.094903 ms
294 op 1  0.098089 ms
294 op 10  0.501819 ms
294 op 11  0.195678 ms
294 op 12  0.507664 ms
294 op 30  0.504710 ms
294 op 31  0.198561 ms
294 op 32  0.510248 ms
294 op 34  0.602592 ms
294 op 35  0.605355 ms

295 op 0  0.095075 ms
295 op 1  0.097688 ms
295 op 10  0.502128 ms
295 op 11  0.195909 ms
295 op 12  0.507645 ms
295 op 30  0.504960 ms
295 op 31  0.198761 ms
295 op 32  0.510378 ms
295 op 34  0.603136 ms
295 op 35  0.606621 ms

296 op 0  0.094383 ms
296 op 1  0.097304 ms
296 op 10  0.501868 ms
296 op 11  0.195183 ms
296 op 12  0.507487 ms
296 op 30  0.504615 ms
296 op 31  0.198075 ms
296 op 32  0.509773 ms
296 op 34  0.602664 ms
296 op 35  0.605527 ms

297 op 0  0.094877 ms
297 op 1  0.098049 ms
297 op 10  0.501162 ms
297 op 11  0.195839 ms
297 op 12  0.508288 ms
297 op 30  0.503882 ms
297 op 31  0.198863 ms
297 op 32  0.509665 ms
297 op 34  0.601912 ms
297 op 35  0.604612 ms

298 op 0  0.095183 ms
298 op 1  0.098168 ms
298 op 10  0.502880 ms
298 op 11  0.196009 ms
298 op 12  0.508571 ms
298 op 30  0.505722 ms
298 op 31  0.198843 ms
298 op 32  0.511114 ms
298 op 34  0.604100 ms
298 op 35  0.606911 ms

299 op 0  0.094655 ms
299 op 1  0.097422 ms
299 op 10  0.502763 ms
299 op 11  0.195578 ms
299 op 12  0.508169 ms
299 op 30  0.505417 ms
299 op 31  0.198452 ms
299 op 32  0.510576 ms
299 op 34  0.603865 ms
299 op 35  0.606682 ms

300 op 0  0.095090 ms
300 op 1  0.098223 ms
300 op 10  0.503542 ms
300 op 11  0.196056 ms
300 op 12  0.508978 ms
300 op 30  0.506295 ms
300 op 31  0.199068 ms
300 op 32  0.511539 ms
300 op 34  0.604583 ms
300 op 35  0.607325 ms

301 op 0  0.094860 ms
301 op 1  0.097730 ms
301 op 10  0.501906 ms
301 op 11  0.195892 ms
301 op 12  0.506852 ms
301 op 30  0.504533 ms
301 op 31  0.198581 ms
301 op 32  0.509442 ms
301 op 34  0.602162 ms
301 op 35  0.605142 ms

302 op 0  0.094871 ms
302 op 1  0.097969 ms
302 op 10  0.501198 ms
302 op 11  0.195708 ms
302 op 12  0.508385 ms
302 op 30  0.503861 ms
302 op 31  0.198731 ms
302 op 32  0.510667 ms
302 op 34  0.601989 ms
302 op 35  0.605271 ms

303 op 0  0.094743 ms
303 op 1  0.098042 ms
303 op 10  0.500819 ms
303 op 11  0.199014 ms
303 op 12  0.506704 ms
303 op 30  0.503849 ms
303 op 31  0.202007 ms
303 op 32  0.509150 ms
303 op 34  0.601932 ms
303 op 35  0.604594 ms

304 op 0  0.095033 ms
304 op 1  0.097803 ms
304 op 10  0.503075 ms
304 op 11  0.196057 ms
304 op 12  0.510385 ms
304 op 30  0.505936 ms
304 op 31  0.199371 ms
304 op 32  0.512417 ms
304 op 34  0.604017 ms
304 op 35  0.607097 ms

305 op 0  0.094942 ms
305 op 1  0.098023 ms
305 op 10  0.500204 ms
305 op 11  0.195337 ms
305 op 12  0.505830 ms
305 op 30  0.502946 ms
305 op 31  0.198340 ms
305 op 32  0.508317 ms
305 op 34  0.600983 ms
305 op 35  0.603635 ms

306 op 0  0.095058 ms
306 op 1  0.098094 ms
306 op 10  0.501992 ms
306 op 11  0.195817 ms
306 op 12  0.507784 ms
306 op 30  0.504848 ms
306 op 31  0.198678 ms
306 op 32  0.510838 ms
306 op 34  0.602944 ms
306 op 35  0.606006 ms

307 op 0  0.094512 ms
307 op 1  0.097377 ms
307 op 10  0.502193 ms
307 op 11  0.195400 ms
307 op 12  0.507645 ms
307 op 30  0.504866 ms
307 op 31  0.197927 ms
307 op 32  0.510204 ms
307 op 34  0.603057 ms
307 op 35  0.606389 ms

308 op 0  0.094606 ms
308 op 1  0.097824 ms
308 op 10  0.502121 ms
308 op 11  0.195669 ms
308 op 12  0.507834 ms
308 op 30  0.505044 ms
308 op 31  0.198510 ms
308 op 32  0.510191 ms
308 op 34  0.602698 ms
308 op 35  0.605488 ms

309 op 0  0.095192 ms
309 op 1  0.098243 ms
309 op 10  0.502080 ms
309 op 11  0.196082 ms
309 op 12  0.507701 ms
309 op 30  0.504972 ms
309 op 31  0.199102 ms
309 op 32  0.510407 ms
309 op 34  0.602986 ms
309 op 35  0.605816 ms

310 op 0  0.095182 ms
310 op 1  0.098379 ms
310 op 10  0.501200 ms
310 op 11  0.195759 ms
310 op 12  0.507279 ms
310 op 30  0.504179 ms
310 op 31  0.198758 ms
310 op 32  0.509809 ms
310 op 34  0.602091 ms
310 op 35  0.604894 ms

311 op 0  0.095162 ms
311 op 1  0.097937 ms
311 op 10  0.501493 ms
311 op 11  0.195884 ms
311 op 12  0.508344 ms
311 op 30  0.504381 ms
311 op 31  0.198564 ms
311 op 32  0.511493 ms
311 op 34  0.602373 ms
311 op 35  0.605547 ms

312 op 0  0.094706 ms
312 op 1  0.097894 ms
312 op 10  0.501628 ms
312 op 11  0.195442 ms
312 op 12  0.508938 ms
312 op 30  0.504369 ms
312 op 31  0.198207 ms
312 op 32  0.510043 ms
312 op 34  0.602558 ms
312 op 35  0.605385 ms

313 op 0  0.095085 ms
313 op 1  0.098064 ms
313 op 10  0.501088 ms
313 op 11  0.195793 ms
313 op 12  0.506446 ms
313 op 30  0.503723 ms
313 op 31  0.198718 ms
313 op 32  0.508548 ms
313 op 34  0.602079 ms
313 op 35  0.604868 ms

314 op 0  0.094938 ms
314 op 1  0.097732 ms
314 op 10  0.503508 ms
314 op 11  0.195758 ms
314 op 12  0.508893 ms
314 op 30  0.506119 ms
314 op 31  0.198831 ms
314 op 32  0.511666 ms
314 op 34  0.604260 ms
314 op 35  0.607395 ms

315 op 0  0.094988 ms
315 op 1  0.097941 ms
315 op 10  0.500678 ms
315 op 11  0.195728 ms
315 op 12  0.507733 ms
315 op 30  0.503478 ms
315 op 31  0.198643 ms
315 op 32  0.509485 ms
315 op 34  0.601836 ms
315 op 35  0.604624 ms

316 op 0  0.094667 ms
316 op 1  0.097397 ms
316 op 10  0.503638 ms
316 op 11  0.195765 ms
316 op 12  0.509437 ms
316 op 30  0.506550 ms
316 op 31  0.198586 ms
316 op 32  0.511860 ms
316 op 34  0.604836 ms
316 op 35  0.607827 ms

317 op 0  0.094613 ms
317 op 1  0.097698 ms
317 op 10  0.501415 ms
317 op 11  0.196202 ms
317 op 12  0.508565 ms
317 op 30  0.504328 ms
317 op 31  0.198987 ms
317 op 32  0.510018 ms
317 op 34  0.602262 ms
317 op 35  0.605406 ms

318 op 0  0.094851 ms
318 op 1  0.097697 ms
318 op 10  0.501312 ms
318 op 11  0.195717 ms
318 op 12  0.508496 ms
318 op 30  0.504109 ms
318 op 31  0.198651 ms
318 op 32  0.509837 ms
318 op 34  0.601916 ms
318 op 35  0.605183 ms

319 op 0  0.094588 ms
319 op 1  0.097748 ms
319 op 10  0.503180 ms
319 op 11  0.195544 ms
319 op 12  0.508817 ms
319 op 30  0.505967 ms
319 op 31  0.198520 ms
319 op 32  0.511189 ms
319 op 34  0.603980 ms
319 op 35  0.606556 ms

320 op 0  0.095442 ms
320 op 1  0.098209 ms
320 op 10  0.502204 ms
320 op 11  0.195967 ms
320 op 12  0.509497 ms
320 op 30  0.505013 ms
320 op 31  0.198806 ms
320 op 32  0.511111 ms
320 op 34  0.603436 ms
320 op 35  0.606708 ms

321 op 0  0.094026 ms
321 op 1  0.096973 ms
321 op 10  0.503408 ms
321 op 11  0.194888 ms
321 op 12  0.508563 ms
321 op 30  0.506193 ms
321 op 31  0.197781 ms
321 op 32  0.511008 ms
321 op 34  0.602979 ms
321 op 35  0.605679 ms

322 op 0  0.095228 ms
322 op 1  0.097962 ms
322 op 10  0.501642 ms
322 op 11  0.196031 ms
322 op 12  0.507484 ms
322 op 30  0.504698 ms
322 op 31  0.199091 ms
322 op 32  0.509996 ms
322 op 34  0.602331 ms
322 op 35  0.605551 ms

323 op 0  0.094570 ms
323 op 1  0.097458 ms
323 op 10  0.501482 ms
323 op 11  0.195453 ms
323 op 12  0.508904 ms
323 op 30  0.504497 ms
323 op 31  0.198241 ms
323 op 32  0.510619 ms
323 op 34  0.602181 ms
323 op 35  0.605458 ms

324 op 0  0.094550 ms
324 op 1  0.097718 ms
324 op 10  0.501202 ms
324 op 11  0.195447 ms
324 op 12  0.508468 ms
324 op 30  0.503918 ms
324 op 31  0.198309 ms
324 op 32  0.510296 ms
324 op 34  0.601677 ms
324 op 35  0.604632 ms

325 op 0  0.095098 ms
325 op 1  0.098317 ms
325 op 10  0.503037 ms
325 op 11  0.195767 ms
325 op 12  0.508580 ms
325 op 30  0.505907 ms
325 op 31  0.198878 ms
325 op 32  0.511132 ms
325 op 34  0.604038 ms
325 op 35  0.606947 ms

326 op 0  0.094732 ms
326 op 1  0.097422 ms
326 op 10  0.502397 ms
326 op 11  0.195174 ms
326 op 12  0.510290 ms
326 op 30  0.505061 ms
326 op 31  0.197901 ms
326 op 32  0.513217 ms
326 op 34  0.603093 ms
326 op 35  0.607488 ms

327 op 0  0.093738 ms
327 op 1  0.096471 ms
327 op 10  0.503407 ms
327 op 11  0.194758 ms
327 op 12  0.509204 ms
327 op 30  0.506324 ms
327 op 31  0.197697 ms
327 op 32  0.511585 ms
327 op 34  0.604239 ms
327 op 35  0.607136 ms

328 op 0  0.094884 ms
328 op 1  0.097896 ms
328 op 10  0.502868 ms
328 op 11  0.195600 ms
328 op 12  0.508792 ms
328 op 30  0.505892 ms
328 op 31  0.198472 ms
328 op 32  0.511182 ms
328 op 34  0.603884 ms
328 op 35  0.606872 ms

329 op 0  0.094605 ms
329 op 1  0.097434 ms
329 op 10  0.502421 ms
329 op 11  0.195603 ms
329 op 12  0.510379 ms
329 op 30  0.505193 ms
329 op 31  0.198424 ms
329 op 32  0.513061 ms
329 op 34  0.603251 ms
329 op 35  0.606277 ms

330 op 0  0.094962 ms
330 op 1  0.098392 ms
330 op 10  0.502754 ms
330 op 11  0.195816 ms
330 op 12  0.510268 ms
330 op 30  0.505820 ms
330 op 31  0.198736 ms
330 op 32  0.511676 ms
330 op 34  0.603536 ms
330 op 35  0.606549 ms

331 op 0  0.094855 ms
331 op 1  0.097694 ms
